key,pt-br,en,es,fr,de,it,ja,ko,ar,context
page.dados_alarmantes_1,Dados Alarmantes:,Dados Alarmantes:,Dados Alarmantes:,Dados Alarmantes:,Dados Alarmantes:,Dados Alarmantes:,Dados Alarmantes:,Dados Alarmantes:,Dados Alarmantes:,app\guias\identificacao-phishing\page.tsx
page.aipowered_content,AI-Powered Content:,AI-Powered Content:,AI-Powered Content:,AI-Powered Content:,AI-Powered Content:,AI-Powered Content:,AI-Powered Content:,AI-Powered Content:,AI-Powered Content:,app\guias\identificacao-phishing\page.tsx
page.mensagens_personalizadas_com_base_em_dados_pblicos,Mensagens personalizadas com base em dados públicos,Mensagens personalizadas com base em dados públicos,Mensagens personalizadas com base em dados públicos,Mensagens personalizadas com base em dados públicos,Mensagens personalizadas com base em dados públicos,Mensagens personalizadas com base em dados públicos,Mensagens personalizadas com base em dados públicos,Mensagens personalizadas com base em dados públicos,Mensagens personalizadas com base em dados públicos,app\guias\identificacao-phishing\page.tsx
page.ceo_fraud,CEO Fraud:,CEO Fraud:,CEO Fraud:,CEO Fraud:,CEO Fraud:,CEO Fraud:,CEO Fraud:,CEO Fraud:,CEO Fraud:,app\guias\identificacao-phishing\page.tsx
page.impersonificao_de_executivos_para_solicitar_transf,Impersonificação de executivos para solicitar transferências,Impersonificação de executivos para solicitar transferências,Impersonificación de executivos para solicitar transferências,Impersonification de executivos para solicitar transferências,Impersonification de executivos para solicitar transferências,Impersonificação de executivos para solicitar transferências,Impersonificação de executivos para solicitar transferências,Impersonificação de executivos para solicitar transferências,Impersonificação de executivos para solicitar transferências,app\guias\identificacao-phishing\page.tsx
page.whaling,Whaling:,Whaling:,Whaling:,Whaling:,Whaling:,Whaling:,Whaling:,Whaling:,Whaling:,app\guias\identificacao-phishing\page.tsx
page.ataques_direcionados_a_executivos_e_personalidades,Ataques direcionados a executivos e personalidades,Ataques direcionados a executivos e personalidades,Ataques direcionados a executivos e personalidads,Ataques direcionados a executivos e personalités,Ataques direcionados a executivos e personalitäts,Ataques direcionados a executivos e personalidades,Ataques direcionados a executivos e personalidades,Ataques direcionados a executivos e personalidades,Ataques direcionados a executivos e personalidades,app\guias\identificacao-phishing\page.tsx
page.smishingvishing,Smishing/Vishing:,Smishing/Vishing:,Smishing/Vishing:,Smishing/Vishing:,Smishing/Vishing:,Smishing/Vishing:,Smishing/Vishing:,Smishing/Vishing:,Smishing/Vishing:,app\guias\identificacao-phishing\page.tsx
page.phishing_por_sms_e_ligaes_fraudulentas,Phishing por SMS e ligações fraudulentas,Phishing por SMS e ligações fraudulentas,Phishing por SMS e ligações fraudulentas,Phishing por SMS e ligações fraudulentas,Phishing por SMS e ligações fraudulentas,Phishing por SMS e ligações fraudulentas,Phishing por SMS e ligações fraudulentas,Phishing por SMS e ligações fraudulentas,Phishing por SMS e ligações fraudulentas,app\guias\identificacao-phishing\page.tsx
page.nunca_confie_no_texto_azul_de_um_link_confie_para_,Nunca confie no texto azul de um link. Confie para onde ele aponta:,Nunca confie no texto azul de um link. Confie para onde ele aponta:,Nunca confie no texto azul de um link. Confie para onde ele aponta:,Nunca confie no texto azul de um link. Confie para onde ele aponta:,Nunca confie no texto azul de um link. Confie para onde ele aponta:,Nunca confie no texto azul de um link. Confie para onde ele aponta:,Nunca confie no texto azul de um link. Confie para onde ele aponta:,Nunca confie no texto azul de um link. Confie para onde ele aponta:,Nunca confie no texto azul de um link. Confie para onde ele aponta:,app\guias\identificacao-phishing\page.tsx
page.antes_de_clicar_passe_o_mouse_em_cima_do_link_sem_,"Antes de clicar, passe o mouse em cima do link (sem clicar!).","Antes de clicar, passe o mouse em cima do link (sem clicar!).","Antes de clicar, passe o mouse em cima do link (sem clicar!).","Antes de clicar, passe o mouse em cima do link (sem clicar!).","Antes de clicar, passe o mouse em cima do link (sem clicar!).","Antes de clicar, passe o mouse em cima do link (sem clicar!).","Antes de clicar, passe o mouse em cima do link (sem clicar!).","Antes de clicar, passe o mouse em cima do link (sem clicar!).","Antes de clicar, passe o mouse em cima do link (sem clicar!).",app\guias\identificacao-phishing\page.tsx
page.olhe_no_canto_inferior_esquerdo_do_seu_navegador_o,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,Olhe no canto inferior esquerdo do seu navegador. O endereço real aparecerá ali.,app\guias\identificacao-phishing\page.tsx
page.se_o_email_diz_ser_do_paypal_mas_o_endereo_que_apa,"Se o e-mail diz ser do ""PayPal"," mas o endereço que aparece é"","","","","","","","","",""app\guias\identificacao-phishing\page.tsx""","Se o e-mail diz ser do ""PayPal","Se o e-mail diz ser do ""PayPal","Se o e-mail diz ser do ""PayPal","Se o e-mail diz ser do ""PayPal","Se o e-mail diz ser do ""PayPal","Se o e-mail diz ser do ""PayPal","Se o e-mail diz ser do ""PayPal",
page.bitlyseusreaisagora,bit.ly/seus-reais-agora,bit.ly/seus-reais-agora,bit.ly/seus-reais-agora,bit.ly/seus-reais-agora,bit.ly/seus-reais-agora,bit.ly/seus-reais-agora,bit.ly/seus-reais-agora,bit.ly/seus-reais-agora,bit.ly/seus-reais-agora,app\guias\identificacao-phishing\page.tsx
page.paypalsecurityupdatexyz,pay-pal-security-update.xyz,pay-pal-security-update.xyz,pay-pal-security-update.xyz,pay-pal-security-update.xyz,pay-pal-security-update.xyz,pay-pal-security-update.xyz,pay-pal-security-update.xyz,pay-pal-security-update.xyz,pay-pal-security-update.xyz,app\guias\identificacao-phishing\page.tsx
page._um_golpe,", é um golpe.",", é um golpe.",", é um golpe.",", é um golpe.",", é um golpe.",", é um golpe.",", é um golpe.",", é um golpe.",", é um golpe.",app\guias\identificacao-phishing\page.tsx
page.limitaes_do_hover_test,Limitações do Hover Test:,Limitações do Hover Test:,Limitações do Hover Test:,Limitações do Hover Test:,Limitações do Hover Test:,Limitações do Hover Test:,Limitações do Hover Test:,Limitações do Hover Test:,Limitações do Hover Test:,app\guias\identificacao-phishing\page.tsx
page.anlise_avanada_de_urls,Análise Avançada de URLs,Análise Avançada de URLs,Análise Avançada de URLs,Análise Avançada de URLs,Análise Avançada de URLs,Análise Avançada de URLs,Análise Avançada de URLs,Análise Avançada de URLs,Análise Avançada de URLs,app\guias\identificacao-phishing\page.tsx
page.url_legtima,URL Legítima,URL Legítima,URL Legítima,URL Legítima,URL Legítima,URL Legítima,URL Legítima,URL Legítima,URL Legítima,app\guias\identificacao-phishing\page.tsx
page._caminho_esperado_login,• Caminho esperado (/login),• Caminho esperado (/login),• Caminho esperado (/login),• Caminho esperado (/login),• Caminho esperado (/login),• Caminho esperado (/login),• Caminho esperado (/login),• Caminho esperado (/login),• Caminho esperado (/login),app\guias\identificacao-phishing\page.tsx
page._certificado_vlido,• Certificado válido,• Certificado válido,• Certificado válido,• Certificado válido,• Certificado válido,• Certificado válido,• Certificado válido,• Certificado válido,• Certificado válido,app\guias\identificacao-phishing\page.tsx
page.url_fraudulenta,URL Fraudulenta,URL Fraudulenta,URL Fraudulenta,URL Fraudulenta,URL Fraudulenta,URL Fraudulenta,URL Fraudulenta,URL Fraudulenta,URL Fraudulenta,app\guias\identificacao-phishing\page.tsx
page._domnio_falso_paypalsecurityupdatexyz,• Domínio falso (pay-pal-security-update.xyz),• Domínio falso (pay-pal-security-update.xyz),• Domínio falso (pay-pal-security-update.xyz),• Domínio falso (pay-pal-security-update.xyz),• Domínio falso (pay-pal-security-update.xyz),• Domínio falso (pay-pal-security-update.xyz),• Domínio falso (pay-pal-security-update.xyz),• Domínio falso (pay-pal-security-update.xyz),• Domínio falso (pay-pal-security-update.xyz),app\guias\identificacao-phishing\page.tsx
page._caminho_enganoso,• Caminho enganoso,• Caminho enganoso,• Caminho enganoso,• Caminho enganoso,• Caminho enganoso,• Caminho enganoso,• Caminho enganoso,• Caminho enganoso,• Caminho enganoso,app\guias\identificacao-phishing\page.tsx
page._possvel_certificado_invlido,• Possível certificado inválido,• Possível certificado inválido,• Possível certificado inválido,• Possível certificado inválido,• Possível certificado inválido,• Possível certificado inválido,• Possível certificado inválido,• Possível certificado inválido,• Possível certificado inválido,app\guias\identificacao-phishing\page.tsx
page._tentativa_de_parecer_legtimo,• Tentativa de parecer legítimo,• Tentativa de parecer legítimo,• Tentativa de parecer legítimo,• Tentativa de parecer legítimo,• Tentativa de parecer legítimo,• Tentativa de parecer legítimo,• Tentativa de parecer legítimo,• Tentativa de parecer legítimo,• Tentativa de parecer legítimo,app\guias\identificacao-phishing\page.tsx
page.mtodo_2,Método,Método,Método,Método,Método,Método,Método,Método,Método,app\guias\identificacao-phishing\page.tsx
page.descrio_6,Descrição,Descrição,Descrición,Descrition,Descrition,Descrição,Descrição,Descrição,Descrição,app\guias\identificacao-phishing\page.tsx
page.efetividade_1,Efetividade,Efetividade,Efetividad,Efetivité,Efetivität,Efetividade,Efetividade,Efetividade,Efetividade,app\guias\identificacao-phishing\page.tsx
page.hover_test,Hover Test,Hover Test,Hover Test,Hover Test,Hover Test,Hover Test,Hover Test,Hover Test,Hover Test,app\guias\identificacao-phishing\page.tsx
page.passar_mouse_sobre_o_link_para_ver_url_real,Passar mouse sobre o link para ver URL real,Passar mouse sobre o link para ver URL real,Passar mouse sobre o link para ver URL real,Passar mouse sobre o link para ver URL real,Passar mouse sobre o link para ver URL real,Passar mouse sobre o link para ver URL real,Passar mouse sobre o link para ver URL real,Passar mouse sobre o link para ver URL real,Passar mouse sobre o link para ver URL real,app\guias\identificacao-phishing\page.tsx
page.alta_desktop,Alta (Desktop),Alta (Desktop),Alta (Desktop),Alta (Desktop),Alta (Desktop),Alta (Desktop),Alta (Desktop),Alta (Desktop),Alta (Desktop),app\guias\identificacao-phishing\page.tsx
page.url_decoder,URL Decoder,URL Decoder,URL Decoder,URL Decoder,URL Decoder,URL Decoder,URL Decoder,URL Decoder,URL Decoder,app\guias\identificacao-phishing\page.tsx
page.ferramentas_para_decodificar_urls_encurtadas,Ferramentas para decodificar URLs encurtadas,Ferramentas para decodificar URLs encurtadas,Ferramentas para decodificar URLs encurtadas,Ferramentas para decodificar URLs encurtadas,Ferramentas para decodificar URLs encurtadas,Ferramentas para decodificar URLs encurtadas,Ferramentas para decodificar URLs encurtadas,Ferramentas para decodificar URLs encurtadas,Ferramentas para decodificar URLs encurtadas,app\guias\identificacao-phishing\page.tsx
page.alta_9,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Alta,Alta,app\guias\identificacao-phishing\page.tsx
page.certificado_ssl,Certificado SSL,Certificado SSL,Certificado SSL,Certificado SSL,Certificado SSL,Certificado SSL,Certificado SSL,Certificado SSL,Certificado SSL,app\guias\identificacao-phishing\page.tsx
page.verificar_se_o_site_tem_certificado_vlido,Verificar se o site tem certificado válido,Verificar se o site tem certificado válido,Verificar se o site tem certificado válido,Verificar se o site tem certificado válido,Verificar se o site tem certificado válido,Verificar se o site tem certificado válido,Verificar se o site tem certificado válido,Verificar se o site tem certificado válido,Verificar se o site tem certificado válido,app\guias\identificacao-phishing\page.tsx
page.mdia_pode_ser_falso,Média (Pode ser falso),Média (Pode ser falso),Média (Pode ser falso),Média (Pode ser falso),Média (Pode ser falso),Média (Pode ser falso),Média (Pode ser falso),Média (Pode ser falso),Média (Pode ser falso),app\guias\identificacao-phishing\page.tsx
